ANO,RA,INDE,PEDRA,IAA,IEG,IPS,IDA,IPV,IAN,IPP,IAA_AnoAnterior,Delta_IAA,Tendencia_IAA,IEG_AnoAnterior,Delta_IEG,Tendencia_IEG,IPS_AnoAnterior,Delta_IPS,Tendencia_IPS,IDA_AnoAnterior,Delta_IDA,Tendencia_IDA,IPP_AnoAnterior,Delta_IPP,Tendencia_IPP,IPV_AnoAnterior,Delta_IPV,Tendencia_IPV,IAN_AnoAnterior,Delta_IAN,Tendencia_IAN,INDE_AnoAnterior,Delta_INDE,Tendencia_INDE,Ponto_Virada
2023,RA-1083,8.2345,Topázio,6.8,10.0,5.0,7.5,8.38,10.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1084,7.9948,Ametista,8.4,10.0,2.52,6.8,8.38,10.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1084,6.9071109649333335,Agata,8.751,7.705263158,5.63,3.6666666666666665,7.4575,10.0,7.03125,8.4,0.3509999999999991,0.041736028537455304,10.0,-2.294736842,-0.22924443976023975,2.52,3.11,1.2292490118577075,6.8,-3.1333333333333333,-0.4601076847772883,8.75,-1.71875,-0.1962043378995434,8.38,-0.9225000000000012,-0.10995232419547094,10.0,0.0,0.0,7.9948,-1.0876890350666661,-0.13587960162235987,1
2023,RA-1085,6.563833333,Agata,0.0,9.8,2.52,6.7,8.13,5.0,8.958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1086,7.2382,Ametista,8.5,9.4,2.52,5.7,8.755,5.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1087,7.2067,Ametista,10.0,9.5,2.52,5.4,8.0475,5.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1087,6.913936532,Agata,7.917,8.393265993333333,8.755,2.6666666666666665,6.58,10.0,7.1875,10.0,-2.083,-0.2080919080919081,9.5,-1.1067340066666667,-0.11637581563266737,2.52,6.235000000000001,2.4644268774703564,5.4,-2.733333333333334,-0.505237215033888,8.75,-1.5625,-0.1783675799086758,8.0475,-1.4674999999999994,-0.18212845175302508,5.0,5.0,0.9980039920159681,7.2067,-0.2927634679999995,-0.04056749871825066,1
2023,RA-1088,7.4717,Ametista,9.5,9.8,2.52,6.8,7.9225,5.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1089,7.9947,Ametista,9.0,9.5,2.52,7.0,8.3375,10.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1089,7.6221531746,Ametista,9.168,7.039682539666667,8.13,6.833333333333333,6.995,10.0,7.1875,9.0,0.16799999999999926,0.0186459489456159,9.5,-2.460317460333333,-0.25870846060287417,2.52,5.610000000000001,2.2173913043478266,7.0,-0.16666666666666696,-0.023775558725630096,8.75,-1.5625,-0.1783675799086758,8.3375,-1.3425000000000002,-0.16082659478885897,10.0,0.0,0.0,7.9947,-0.3725468253999997,-0.04654101033143025,1
2022,RA-109,8.512,Topázio,8.8,10.0,8.8,8.4,8.667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-109,8.3184,Topázio,8.3,9.9,7.52,8.3,8.59,5.0,8.75,8.8,-0.5,-0.056753688989784334,10.0,-0.09999999999999964,-0.009990009990009955,8.8,-1.2800000000000011,-0.145289443813848,8.4,-0.09999999999999964,-0.011890606420927425,0.0,8.75,875.0,8.667,-0.07699999999999996,-0.008874034804655982,5.0,0.0,0.0,8.512,-0.1936,-0.022717671908002814,1
2023,RA-1090,7.844033333,Ametista,9.0,9.6,2.52,9.0,7.88,5.0,8.958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1090,7.7652831384,Ametista,9.585,7.621832358666666,7.51,6.333333333333333,7.4175,10.0,7.8125,9.0,0.5850000000000009,0.06492785793562718,9.6,-1.978167641333334,-0.20584470773499836,2.52,4.99,1.9723320158102768,9.0,-2.666666666666667,-0.2959674435812061,8.958333333,-1.1458333330000006,-0.12776435603522637,7.88,-0.46249999999999947,-0.05861850443599487,5.0,5.0,0.9980039920159681,7.844033333,-0.07875019459999955,-0.01002672019090087,1
2023,RA-1091,8.032533333,Topázio,8.5,9.0,2.52,9.5,9.1725,5.0,8.958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1092,7.41,Ametista,7.8,9.8,2.52,6.9,8.2975,5.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1093,8.197533333,Topázio,7.0,9.3,2.52,9.2,8.2975,10.0,8.958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1093,8.5079027778,Topázio,7.5,7.722222222333333,8.13,8.666666666666666,8.8825,10.0,8.90625,7.0,0.5,0.07132667617689016,9.3,-1.5777777776666673,-0.1694712972789116,2.52,5.610000000000001,2.2173913043478266,9.2,-0.5333333333333332,-0.05790807093738689,8.958333333,-0.052083333000000565,-0.00580747069339562,8.2975,0.5850000000000009,0.07041829671983159,10.0,0.0,0.0,8.197533333,0.3103694447999992,0.0378151915085252,1
2023,RA-1094,8.1779,Topázio,7.8,9.5,2.52,8.5,8.3375,10.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1094,8.0164785714,Topázio,9.168,9.523809523666666,2.51,7.333333333333333,8.1675,10.0,8.4375,7.8,1.3679999999999994,0.17516005121638917,9.5,0.023809523666665555,0.0025036302488607312,2.52,-0.010000000000000231,-0.003952569169960566,8.5,-1.166666666666667,-0.13709361535448497,8.75,-0.3125,-0.03567351598173516,8.3375,-0.16999999999999993,-0.020365378855944884,10.0,0.0,0.0,8.1779,-0.16142142859999886,-0.01971463117527069,1
2023,RA-1095,6.238,Agata,0.0,9.8,2.52,5.3,8.005,5.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1095,6.108547514666667,Agata,7.5,7.84502924,7.51,2.3333333333333335,5.125,10.0,5.46875,0.0,7.5,750.0,9.8,-1.954970760000001,-0.1992834617737004,2.52,4.99,1.9723320158102768,5.3,-2.9666666666666663,-0.5586942875078468,8.75,-3.28125,-0.3745719178082192,8.005,-2.880000000000001,-0.35932626325639433,5.0,5.0,0.9980039920159681,6.238,-0.1294524853333332,-0.020719027742210818,1
2023,RA-1096,8.615533333,Topázio,9.5,9.9,2.52,9.6,8.0875,10.0,8.958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1096,9.189883333333334,Topázio,9.168,9.866666666666667,8.755,8.5,9.09,10.0,9.0625,9.5,-0.33200000000000074,-0.03491062039957947,9.9,-0.033333333333333215,-0.0033636057854019388,2.52,6.235000000000001,2.4644268774703564,9.6,-1.0999999999999996,-0.1144640998959417,8.958333333,0.10416666699999944,0.01161494149829449,8.0875,1.0024999999999995,0.12380364309972207,10.0,0.0,0.0,8.615533333,0.5743500003333342,0.06658718692048375,1
2023,RA-1097,6.9547,Agata,9.5,8.6,5.0,5.4,6.96,5.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1097,5.475324895633334,Quartzo,10.002,4.849791144666667,6.25,3.0,5.88,5.0,6.041666667,9.5,0.5020000000000007,0.05278654048370144,8.6,-3.750208855333333,-0.43556432698412695,5.0,1.25,0.24950099800399203,5.4,-2.4000000000000004,-0.44362292051756014,8.125,-2.0833333329999997,-0.25609506244622,6.96,-1.08,-0.15494978479196558,5.0,0.0,0.0,6.9547,-1.4793751043666656,-0.21241045621012616,0
2023,RA-1098,7.2787,Ametista,9.5,9.5,2.52,6.4,7.92,5.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1098,6.5744562514,Agata,8.751,5.822406257,7.51,3.5,6.7475,10.0,7.34375,9.5,-0.7490000000000006,-0.07875920084121983,9.5,-3.677593743,-0.38670806971608834,2.52,4.99,1.9723320158102768,6.4,-2.9000000000000004,-0.452418096723869,8.125,-0.78125,-0.09603564843269823,7.92,-1.1725000000000003,-0.14785624211853723,5.0,5.0,0.9980039920159681,7.2787,-0.7042437485999997,-0.0966213108784831,1
2023,RA-1099,7.113533333,Ametista,9.0,9.6,2.52,5.2,8.34,5.0,8.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1099,7.332483333333334,Ametista,8.334,8.133333333333333,10.0,3.8333333333333335,6.6225,10.0,7.8125,9.0,-0.6660000000000004,-0.07391786903440625,9.6,-1.4666666666666668,-0.15261879986125565,2.52,7.48,2.956521739130435,5.2,-1.3666666666666667,-0.26231605886116444,8.333333333,-0.5208333330000006,-0.06242508985467146,8.34,-1.7175000000000002,-0.20568862275449107,5.0,5.0,0.9980039920159681,7.113533333,0.21895000033333378,0.030736151583518362,1
2022,RA-11,5.323,Quartzo,9.2,4.2,5.0,3.0,6.389,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2022,RA-110,8.15,Topázio,9.2,9.7,5.6,6.7,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-110,8.0879,Topázio,8.3,8.6,5.0,7.5,8.2975,10.0,8.75,9.2,-0.8999999999999986,-0.09771986970684024,9.7,-1.0999999999999996,-0.11328527291452109,5.6,-0.5999999999999996,-0.10695187165775395,6.7,0.7999999999999998,0.11922503725782412,0.0,8.75,875.0,8.0,0.29749999999999943,0.03714107365792752,10.0,0.0,0.0,8.15,-0.06210000000000093,-0.007610294117647173,1
2024,RA-110,8.6324939394,Topázio,9.168,9.696969697,6.255,8.5,8.504,10.0,7.5,8.3,0.8679999999999986,0.10445246690734038,8.6,1.0969696970000005,0.1274064688734031,5.0,1.255,0.250499001996008,7.5,1.0,0.13315579227696406,8.75,-1.25,-0.14269406392694065,8.2975,0.20650000000000013,0.024857056876316598,10.0,0.0,0.0,8.0879,0.5445939394000003,0.06725125518961711,1
2023,RA-1100,8.261033333,Topázio,10.0,9.2,5.0,7.1,8.283333333,10.0,8.541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1100,6.649708333333334,Agata,7.5,7.1000000000000005,7.51,4.666666666666667,5.6175,10.0,6.71875,10.0,-2.5,-0.24975024975024976,9.2,-2.0999999999999988,-0.2280130293159608,5.0,2.51,0.500998003992016,7.1,-2.4333333333333327,-0.3422409751523675,8.541666667,-1.8229166669999994,-0.21316507506477622,8.283333333,-2.665833333,-0.32144292601774294,10.0,0.0,0.0,8.261033333,-1.6113249996666665,-0.19481544019871821,1
2023,RA-1101,6.446666667,Agata,0.0,7.2,5.0,5.3,8.116666667,10.0,8.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1102,8.123033333,Topázio,9.5,9.5,5.0,7.5,7.56,10.0,7.708333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1102,8.440611904733334,Topázio,8.751,9.390476190333333,8.13,9.333333333333334,7.07,10.0,5.9375,9.5,-0.7490000000000006,-0.07875920084121983,9.5,-0.1095238096666673,-0.011516699228881946,5.0,3.130000000000001,0.6247504990019962,7.5,1.833333333333334,0.2441189525077675,7.708333333,-1.7708333329999997,-0.22943208806864313,7.56,-0.4899999999999993,-0.06472919418758248,10.0,0.0,0.0,8.123033333,0.3175785717333337,0.03904798600108402,1
2023,RA-1103,7.574866667,Ametista,9.0,8.7,5.0,5.0,8.006666667,10.0,8.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1103,7.861995031000001,Ametista,8.502,7.763975155000001,7.51,7.25,7.54,10.0,7.5,9.0,-0.49799999999999933,-0.05527192008879016,8.7,-0.9360248449999986,-0.10746553903559113,5.0,2.51,0.500998003992016,5.0,2.25,0.44910179640718567,8.333333333,-0.8333333330000006,-0.09988014379144554,8.006666667,-0.46666666699999926,-0.05821205825121771,10.0,0.0,0.0,7.574866667,0.28712836400000086,0.03785542668129289,1
2023,RA-1104,7.265533333,Ametista,5.7,10.0,2.52,6.4,9.063333333,5.0,8.541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1105,6.299166667,Agata,0.0,9.0,2.52,6.0,8.673333333,5.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1106,7.1642,Ametista,8.5,9.3,5.0,5.1,8.003333333,5.0,8.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1106,5.936272086266667,Quartzo,8.334,5.4312354313333335,7.51,0.0,7.5,10.0,7.65625,8.5,-0.16600000000000037,-0.0195064629847239,9.3,-3.868764568666667,-0.4155493629072682,5.0,2.51,0.500998003992016,5.1,-5.1,-0.9980430528375734,8.333333333,-0.6770833330000006,-0.0811526168230585,8.003333333,-0.5033333330000005,-0.0628119799942934,5.0,5.0,0.9980039920159681,7.1642,-1.2279279137333328,-0.17115886283255732,0
2023,RA-1107,7.9327,Ametista,9.0,9.4,5.0,7.5,8.783333333,5.0,8.958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1107,5.9731,Quartzo,8.751,6.2,2.51,2.5,6.785,10.0,7.5,9.0,-0.24900000000000055,-0.02763596004439518,9.4,-3.2,-0.34006376195536664,5.0,-2.49,-0.4970059880239522,7.5,-5.0,-0.6657789613848203,8.958333333,-1.4583333330000006,-0.1626091804186066,8.783333333,-1.9983333329999997,-0.22725549655903166,5.0,5.0,0.9980039920159681,7.9327,-1.9596,-0.24671711130975615,0
2023,RA-1108,6.310833333,Agata,0.0,9.3,5.0,4.7,8.283333333,5.0,8.541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1108,6.017215010400001,Agata,9.168,3.7546583853333337,8.13,3.6666666666666665,5.422,10.0,7.1875,0.0,9.168,916.8,9.3,-5.5453416146666665,-0.5956328264948084,5.0,3.130000000000001,0.6247504990019962,4.7,-1.0333333333333337,-0.21939136588818126,8.541666667,-1.3541666669999994,-0.15835119862957114,8.283333333,-2.861333333,-0.3450160771440923,5.0,5.0,0.9980039920159681,6.310833333,-0.29361832259999865,-0.04645247028854046,1
2023,RA-1109,6.277533333,Agata,10.0,6.4,5.0,3.4,7.836666667,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2022,RA-111,8.646,Topázio,7.5,9.4,8.1,8.0,8.667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-111,7.566458333,Ametista,7.5,8.7,5.0,6.0,8.0875,10.0,7.65625,7.5,0.0,0.0,9.4,-0.7000000000000011,-0.07438894792773657,8.1,-3.0999999999999996,-0.38224414303329224,8.0,-2.0,-0.24968789013732834,0.0,7.65625,765.625,8.667,-0.5794999999999995,-0.06678575544543039,10.0,0.0,0.0,8.646,-1.0795416670000009,-0.12471599664972283,1
2024,RA-111,8.667693939400001,Topázio,9.168,9.488636363666666,6.26,8.333333333333334,8.74,10.0,8.125,7.5,1.6679999999999993,0.22210386151797595,8.7,0.7886363636666669,0.09054378457711447,5.0,1.2599999999999998,0.25149700598802394,6.0,2.333333333333334,0.3882418191902386,7.65625,0.46875,0.06114462742540356,8.0875,0.6524999999999999,0.08058042605742512,10.0,0.0,0.0,7.566458333,1.1012356064000013,0.14534965520808882,1
2023,RA-1110,7.248566667,Ametista,4.6,9.2,5.0,6.8,8.73,5.0,8.541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1111,6.559166667,Agata,0.0,8.9,2.52,5.4,8.173333333,10.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1111,6.116032815733334,Agata,6.249,4.600414078666667,7.5,5.0,5.824,10.0,6.5625,0.0,6.249,624.9,8.9,-4.299585921333334,-0.4825573424616536,2.52,4.98,1.9683794466403166,5.4,-0.40000000000000036,-0.07393715341959341,8.125,-1.5625,-0.19207129686539645,8.173333333,-2.3493333330000006,-0.28708757634570625,10.0,0.0,0.0,6.559166667,-0.4431338512666665,-0.0674566309137406,1
2023,RA-1112,7.088866667,Ametista,9.5,7.9,2.52,6.3,8.616666667,5.0,8.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1112,6.856082394,Agata,9.585,9.02791197,8.135,4.0,4.705,10.0,5.375,9.5,0.08500000000000085,0.008937960042061079,7.9,1.1279119699999995,0.14259316940581537,2.52,5.615,2.2193675889328066,6.3,-2.3,-0.36450079239302696,8.333333333,-2.9583333330000006,-0.35457451056150924,8.616666667,-3.9116666670000004,-0.4534389490164823,5.0,5.0,0.9980039920159681,7.088866667,-0.23278427299999915,-0.032791751686523,1
2023,RA-1113,5.636666667,Quartzo,0.0,6.0,7.52,5.0,7.173333333,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-1114,7.5667,Ametista,8.5,9.8,2.52,4.9,8.56,10.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1114,7.437466666666667,Ametista,8.751,9.533333333333333,2.51,5.0,7.836,10.0,8.375,8.5,0.25099999999999945,0.02949471210340769,9.8,-0.2666666666666675,-0.027183146449201577,2.52,-0.010000000000000231,-0.003952569169960566,4.9,0.09999999999999964,0.020366598778004,8.125,0.25,0.03073140749846343,8.56,-0.7240000000000002,-0.08448074679113188,10.0,0.0,0.0,7.5667,-0.12923333333333265,-0.017056678149238145,1
2023,RA-1115,6.474,Agata,0.0,8.3,7.52,4.0,7.56,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1115,6.570068686900001,Agata,8.002,4.2676767675,7.51,6.25,5.826666667,10.0,7.5,0.0,8.002,800.2,8.3,-4.0323232325000005,-0.4852374527677497,7.52,-0.009999999999999787,-0.0013280212483399452,4.0,2.25,0.5610972568578554,7.5,0.0,0.0,7.56,-1.733333333,-0.22897402021136065,10.0,0.0,0.0,6.474,0.0960686869000007,0.014816268800123489,1
2023,RA-1116,6.956533333,Agata,9.5,9.2,5.0,4.9,7.39,5.0,7.083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1116,3.7894777778,Quartzo,0.0,3.3555555556666667,6.26,2.3333333333333335,5.066,5.0,5.125,9.5,-9.5,-0.9989484752891693,9.2,-5.844444444333332,-0.6345759440101338,5.0,1.2599999999999998,0.25149700598802394,4.9,-2.566666666666667,-0.5227427019687713,7.083333333,-1.9583333329999997,-0.2760808270336504,7.39,-2.324,-0.31405405405405407,5.0,0.0,0.0,6.956533333,-3.1670555552,-0.4546099765571882,0
2023,RA-1117,8.382366667,Topázio,9.0,9.6,7.52,7.3,7.946666667,10.0,7.708333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1117,7.601562962866668,Ametista,8.751,8.314814814666667,7.51,5.666666666666667,6.833333333,10.0,8.125,9.0,-0.24900000000000055,-0.02763596004439518,9.6,-1.285185185333333,-0.13373415039889,7.52,-0.009999999999999787,-0.0013280212483399452,7.3,-1.6333333333333329,-0.2234382124943,7.708333333,0.4166666670000003,0.05398402077538264,7.946666667,-1.113333334,-0.13992459161542,10.0,0.0,0.0,8.382366667,-0.7808037041333318,-0.09303736777893237,1
2023,RA-1118,7.163833333,Ametista,5.3,8.8,7.52,6.0,8.28,5.0,7.708333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1118,7.0305545924,Ametista,7.084,7.846439628666666,9.38,3.8333333333333335,6.866,10.0,6.75,5.3,1.7839999999999998,0.33596986817325797,8.8,-0.9535603713333343,-0.10823613749527063,7.52,1.8600000000000012,0.24701195219123523,6.0,-2.1666666666666665,-0.36051026067665004,7.708333333,-0.9583333329999997,-0.12416324764086212,8.28,-1.4139999999999997,-0.17056694813027742,5.0,5.0,0.9980039920159681,7.163833333,-0.13327874060000067,-0.01857845511783939,1
2023,RA-1119,7.192,Ametista,7.3,9.7,3.77,5.9,8.453333333,5.0,7.708333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,RA-1119,7.388266666666667,Ametista,9.585,8.716666666666667,7.51,5.666666666666667,7.698,5.0,7.625,7.3,2.285000000000001,0.31258549931600565,9.7,-0.9833333333333325,-0.10127016821146577,3.77,3.7399999999999998,0.9894179894179894,5.9,-0.2333333333333334,-0.039481105470953196,7.708333333,-0.08333333299999968,-0.010796804103251819,8.453333333,-0.7553333329999994,-0.08924773529299905,5.0,0.0,0.0,7.192,0.19626666666666726,0.027251689345552242,1
2022,RA-112,7.836,Ametista,7.9,7.8,6.3,8.5,8.833,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-112,7.141308333,Ametista,6.7,8.1,5.0,7.4,7.9225,5.0,7.96875,7.9,-1.2000000000000002,-0.15170670037926678,7.8,0.2999999999999998,0.03841229193341867,6.3,-1.2999999999999998,-0.20602218700475433,8.5,-1.0999999999999996,-0.12925969447708574,0.0,7.96875,796.875,8.833,-0.9104999999999999,-0.10296279543141466,5.0,0.0,0.0,7.836,-0.6946916670000007,-0.0885408701249045,1
2024,RA-112,8.052609920666667,Topázio,7.083,7.978174603333333,7.51,8.0,8.004,10.0,7.96875,6.7,0.383,0.05707898658718331,8.1,-0.12182539666666692,-0.015021627209206773,5.0,2.51,0.500998003992016,7.4,0.5999999999999996,0.08097165991902829,7.96875,0.0,0.0,7.9225,0.08149999999999924,0.010274188465174817,5.0,5.0,0.9980039920159681,7.141308333,0.9113015876666672,0.12743144963578615,1
2023,RA-1120,9.103366667,Topázio,9.5,9.6,7.52,8.3,9.676666667,10.0,8.958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-1121,8.049,Topázio,0.0,9.9,6.26,8.0,9.84,10.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
